tweet_id,thread_id,position,rough_intent_bucket,message_text,historical_reply_text
2410579,2410580,follow_up,Unclear,"Please tell them to hurry, at this point I am actively looking for other ways to get my music.","Sorry to hear that. We'll give our developers a nudge. In the meantime, let us know if you need anything else. We'd be happy to help /PB"
8241,8225,follow_up,Billing & Subscription,"Hey, I have the spotify and hulu student account, but it seems as though my account was charged $10 and I don't have access to hulu.",Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ
2641131,2641133,follow_up,Content & Feature Requests,can probably provide support for your artist account,
1280805,1280803,follow_up,Unclear,i don't have the link but this is the problems that some people are facing,"Everything's working fine on our end. If you could send us the link, that'd be super helpful. We'd like to take a look /NG"
2752821,2752822,follow_up,Platform-Specific Technical,"My phone is a Huawei Y538 running Android 5.1.1, and Spotify version 8.4.28.875 armV7. Won't have the tablet info until I get home.",Thanks for the info! Can you tell us if you have any pending Android updates? /CH
934500,934502,follow_up,Praise/Off-topic,Thank you. This is very painful for your biggest users.,
1956023,1956025,follow_up,General Complaint/Frustration,I’ve been listening to the music I like for years and it gets even worst... 😑,"We hear you! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune next week 🙂 /TB"
2360613,2360617,follow_up,Praise/Off-topic,That fixed it. Thanks. Still strange,"No worries at all! For anything else, we're just a tweet away /JP"
932754,932751,follow_up,Praise/Off-topic,Oh okay. Thank you,
142178,142179,follow_up,Billing & Subscription,I've private messaged you because I've been charged twice ? Spotify I love you but you're killing me 🙄,
728398,728404,follow_up,Platform-Specific Technical,I’m running the latest version of iOS,Got it. Can you DM us your account's email address? We'll take a look backstage /DV
1235250,1235251,follow_up,Account Access/Login,"Why is it that when SO MANY USERS report their accts being hacked, they point to the same useless help thread?",
808331,808327,follow_up,Content & Feature Requests,"yeah, especially catalog from 70/80/90s","Got it! Can you DM us your account's username/email, operating system, and Spotify version? We'll take a look backstage /JP"
1231500,1231498,follow_up,Praise/Off-topic,Thank you. I’ve dropped @159550 an email 🤞🏾,Awesome! Let us know how it goes. We'll be happy to help /DV
1752914,1752927,follow_up,Platform-Specific Technical,works fine on MacOS on the same network,Thanks for sending that over! We're currently looking into this at the moment. Hopefully we'll have a fix soon /CG
1175706,1175723,follow_up,Playback & App Bugs,"Says ""You are currently set to offline. Please go online to connect to Spotify""","¡Hey there! Can you tell us what device, operating system and Spotify version you're using? /LF"
2769151,115277,follow_up,Praise/Off-topic,Could you please copy me in on any correspondence. It would be interesting to get a reply to a question many of your customers have been asking for months without adequate response. Thanks.,
2538272,2538273,follow_up,Unclear,Yes. I promote the heck out of my Spotify page on all my social platforms and have brought many of my fans to your service. Even made thousands of promo cards and passed them out to strangers. It would be nice if Spotify cared enough to consider me for one of their playlist.,Hey Derik! Our Curation team are independent so there's no formal submission process. Check out to help you gain visibility /K
86397,86399,follow_up,Billing & Subscription,Fantastic response timeframe! Many suns ago I had a Spotify account. I got an apple device for work and am back to establish a Spotify monthly subscription and it’s difficult.,Got it! Could you DM us your account's email address? We'll see what we can suggest /RK
985876,985882,follow_up,Platform-Specific Technical,"Well, I was with Google music which worked fine. I then switched to you and it didn't work. So I think your app doesn't like android auto.",
2967106,2967107,follow_up,Unclear,I am so upset.,"Hey! We’d love to have all of his stuff available, but we have some info about content here: /YM"
124845,2878,follow_up,Unclear,i'm using globe as my mobile carrier but i can't avail it?,Hey! We've just replied to your DM. We'll carry on helping out there /MU
2264803,2264805,follow_up,Content & Feature Requests,oh cool-- thanks LOL I legit didn't know how I could suggest it officially,"Sure, you can! Hopefully your idea gets support from other users. If you need a hand with anything else, don't hesitate to reach out 🙂 /MG"
2036144,1698987,follow_up,Unclear,We understand your frustration &amp; apologize for any trouble this has caused you. Please contact NAD Support:,
1021783,1021787,follow_up,Praise/Off-topic,"Sure thank you, sending right now!!!",
2691951,2691952,follow_up,Praise/Off-topic,Thanks :),"No worries. If you need anything else, you know where to find us 🙂 /DB"
231006,231011,follow_up,Unclear,"I have the same issue but while this works, in another day or 2 I have to do the same again! Surely there is another fix?",Hey Jamie! Could you let us know the exact iOS and Spotify versions you're using? We'll see what we can do /RS
2499427,2499428,follow_up,Platform-Specific Technical,"I have tries restarting, reinstalling, redownloading the entire library. Same thing each time 😯 Using Galaxy S7 edge running Android 7",
2616747,2616748,follow_up,Unclear,It's a Haivision IPTV network serving a few thousand users.,"Gotcha. In this case, it won't be possible to use Spotify through the Haivision IPTV network. As mentioned on our terms and conditions here: you can only use Spotify for your own personal, non-commercial, entertainment use. Any questions, just shout /LM"
1909602,1909606,follow_up,Billing & Subscription,How y’all gon let me pay 10 a month and delete my fav song,Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /PL
781145,781146,follow_up,Unclear,"What is that one based on, what I listen to and similar or literally random based on the general public?","The playlist was created by our Curation team. They use taste, data, research, and trends to create the playlist 🙂 /TC"
435889,430772,follow_up,Unclear,Spotify controls aren’t available from my lock screen so my car just plays from my Apple Music,Hmm. What happens after logging out &gt; restarting your device (holding the Sleep/Wake + Volume Down buttons for 10 seconds) &gt; logging in? /AY
2095109,2095113,follow_up,Unclear,"okay, here it's happening again:","Thanks. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK"
351215,351213,follow_up,Unclear,"Well, I tried using the headphones with iTunes and the same thing happened. Headphones are toast. Sad times. @115858","Okay. For now, we'd recommend using a different headset. Let us know if you need anything else. We'd be... /NY"
1620802,1620804,follow_up,Content & Feature Requests,"having trouble with that, every time I make a playlist and try to find it to showcase on my artist page.. I can’t find it when searching",Hey! Have you tried copying and pasting the URI of the playlist from Spotify? /I
1085654,1085655,follow_up,Unclear,i’ve waited TOO long. @115888 why?,"Hey! We’d love to have all of Aaliyah's music available, but we have some info about content here: /KB"
2154913,2154914,follow_up,Content & Feature Requests,So can you contact JYP so he can put Got7 on Spotify and Source Music to put Gfriend's album LOL on Spotify?,"Hmm. We can’t make any promises, but we’ll pass this on to the right folks /TC"
1838290,1838291,follow_up,Praise/Off-topic,"Hi! It's working today, thanks anyways :)",Great! Glad to hear it's working. Just let us know if we can help with anything else. 🙂 /CG
2602370,2602372,follow_up,Unclear,Napster 4 life.,
2293842,2293846,follow_up,Unclear,"Yes, I did",Got it. Could you try putting the downloaded songs you're not able to play in Offline Mode in a new playlist? We'll be waiting /MT
2211013,2211025,follow_up,Unclear,Please Spotify on Nintendo Switch!,"Hey there, thanks for your suggestion! Don't worry, we'll let our devs team know this is something you'd like to see /GK"
118850,118851,follow_up,Praise/Off-topic,Dm sent hun,
2594606,2594607,follow_up,Praise/Off-topic,"Done, thanks!!!",No worries! Let us know if you have any other questions 😁 /CE
1824879,1824880,follow_up,Unclear,Heyy I am 😭😭😭 lemme get a codeeee,We’re afraid the codes are unique and sent to those who listen to them the most on Spotify. Don't worry! We'll pass on your feedback /MG
2422820,2422821,follow_up,Unclear,That's it? Nothing to be done? Basically saying the behavior is expected at this time? Brutal....,We're sorry you feel that way. Our best tech folks are working on the case as we speak. Hopefully we'll have a fix soon! /PC
2547456,2547454,follow_up,Platform-Specific Technical,"Dang that didn’t do it :(. When Snapchat opens, Spotify fades out. I’m betting it’s an iPhone issue. You guys rule, and the service is perfect otherwise. So it’s gotta be Snapchat or an iOS thing.",Thanks for giving it a try though. Can you send us your account's email address so we can make sure everything's still working fine backstage? /RR
2377265,2377266,follow_up,Platform-Specific Technical,"This started when I updated to an iPhone 8 Plus. iOS 11.2 &amp; Spotify 8.4.26.793. If a song is playing &amp; I jump to a video or anything else w/ sound in a different app, I go back to Spotify to push play &amp; it says playing but no music resumes. Have to restart to get song going again",Thanks. Best thing to try here is a reinstall. Just follow the steps at See if that helps /RH
1892892,1892893,follow_up,Unclear,"To make it happen, why not simply put a programmer to do it? My old Intel 80286 CPU based computer had it.",
654534,654535,follow_up,Unclear,GUys nie bede zakladac osmego konta,"Hey Stevie! We can help out in English via Twitter, but we also have Polish support through email at /NS"
332907,332908,follow_up,Praise/Off-topic,Hello! Thanks for the reply. It doesn't help and I've tried it several times. It's really slow when loading.,Got it! Best thing to try here is a reinstall. Just follow the steps at Let us know how it goes /RV
1942511,1942516,follow_up,Unclear,What about Starbucks partners who are also students(like me)? Is there a way for me to access Hulu??,Hi! To use the Student/Hulu bundle you'll have to cancel your subscription and reapply through Hope that helps /DF
254981,254994,follow_up,Unclear,"Anyone would be forgiven for thinking that I'm being fobbed off. DANIEL you're very quiet on this - you have kids, are you ok with them hearing bad language? #ProveSpotifyCares","We hear you, and we appreciate all the feedback. In the meantime, we'll be here if there's anything else 🙂 /M"
189817,189825,follow_up,Billing & Subscription,What if I signed up for premium and already have it but don’t have Hulu?,Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB
1368571,1368572,follow_up,Unclear,Here you go,Thanks. We'll get this reported. Great detective work! /AP
2784671,2784672,follow_up,Account Access/Login,So now I can’t log in to contact customer support and no one has responded to my email,
2920613,2920619,follow_up,Billing & Subscription,Nope I purposely deleted it bc no one is helpful. Isk why I pay for your services,"We understand. If you need our help for anything, just let us know /PL"
2904461,2904471,follow_up,Platform-Specific Technical,"Iphone7, Apple IOS version 11.1.2, Fido and the spotify version is attached as a picture to this tweet","Thanks for the info. Just to check, did this issue start happening after a specific update? Also, does it also happen with any other streaming apps /LM"
