tweet_id,thread_id,position,thread_context,message_text,human_intent,human_difficulty,human_escalate,notes
124845,2878,follow_up,"Customer: Unli skips. Unli fun. 3 months of Premium for ₱9.
Customer: You broke my heart. You didn't post it's only available under credit card txns.
Agent: Hi Daryll! You can use your mobile carrier to get the promo, but you would get the 129 PHP for 3 months offer. To get the offer for 9 PHP, you'll need to use a recurring payment method like a credit/debit card or PayPal. Let us know if you have any other questions /DN
Customer: But the price changes to 129 whenever I try to choose debit card
Agent: Hmm, can you DM us your username or email address? We'll take a look backstage /DN
Customer: Why i can't register to php9 premium??
Agent: Hey there! Can you DM us your account's email address and username? We'll take a look backstage /MX
Customer: Done. Please check dm
Agent: We've just sent you a bit more info over DM. We'll carry on helping out there /MX
Customer: Thanka MX
Customer: I ask something pls notice me on dm
Agent: We've just sent you a DM 🙂 /MX
Customer: The price changes to 129Php for 3 months? I thought 9 Php?
Customer: I have the same situation.. I don't have credit card,but I want to avail the 9php premium thru mobile mode of payment @SpotifyCares
Customer: Spotify just charged 129, pesos i thought this is 9 pesos for 3months. This advertisement is false 😭😫😭
Customer: For real?
Agent: Hey there! Can you DM us your account's email address? We'll take a look backstage /MG
Agent: Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ
Agent: Hey there! Can you DM us your account's email address? We'll take a look /RB
Agent: Hey there! Can you DM us your account's email address? We'll take a look /RB
Agent: Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ
Agent: Hey there! Can you DM us your account's email address? We'll check backstage /MG
Customer: Hello! I already DM-ed you. Please reply. Thank you
Customer: Does this applies to Family plan?
Agent: Hey there! The Time capsule should apply to everyone, no matter what type of Premium subscription they've got. Hope this clears things up /GK",i'm using globe as my mobile carrier but i can't avail it?,,,,
2264803,2264805,follow_up,"Customer: please add a feature that lets me completely remove an artists from my suggestions. please. i am begging. No matter how often I downvote certain artists on my stations I still end up with 5 more songs suggested for the radio playlist.
Agent: Hey, we can see how that’d be useful! We’d recommend suggesting it in our Community at /MG",oh cool-- thanks LOL I legit didn't know how I could suggest it officially,,,,
2036144,1698987,follow_up,"Customer: What is happening with Connect and NAD devices? Just received an email saying Connect to be removed from NAD devices.
Agent: Hey! We're afraid we no longer support NAD speakers or recommend creating new software using it. More info here: /JP
Customer: Is this a problem with @515265 refusing to upgrade their firmware to support a new API or something like that?
Customer: specifically does this affect the NAD D7050 amplifier?
Agent: Great question! Since the NAD D7050 uses Spotify Connect, it should be unaffected by the depreciation. Hope this helps /TB",We understand your frustration &amp; apologize for any trouble this has caused you. Please contact NAD Support:,,,,
1021783,1021787,follow_up,"Customer: SOMEONE ELSE IS IN MY SPOTIFY ACCOUNT WHAT THE ACTUAL FUCK. I can see what they're listening to! And they keep tuning my music off!!!!!!!!!!
Customer: help help help I'm so freaked out!!!! This is NOT someone I know and it's not a case of mistaken identity... it's a hacker
Customer: I don't have an LG device
Customer: They really like Latin music
Agent: Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF","Sure thank you, sending right now!!!",,,,
2691951,2691952,follow_up,"Customer: add echame la culpa on top Today's hits
Agent: Hey there! Our Curation team are independent &amp; use taste, data, research, and trends to create and update playlists, but we’ll pass on your suggestion 👍 /DB",Thanks :),,,,
231006,231011,follow_up,"Customer: Hello friends I need help before I get frustrated and throw my phone out the window @AppleSupport
Customer: Can y’all help too @SpotifyCares it has to do with ur app
Agent: Hi Lexi! Can you let us know the exact iOS and Spotify versions you're using? We'll see what we can suggest /PL
Customer: iOS 11.0.1 and spotify 8.4.20 i can’t control my music when its on from the lockscreen :(
Agent: Thanks for the info. Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR","I have the same issue but while this works, in another day or 2 I have to do the same again! Surely there is another fix?",,,,
2499427,2499428,follow_up,"Customer: Hi @SpotifyCares, your latest updates are causing probs. I can no longer play downloaded tracks in online or offline mode without a network connection. Only happened since recently update?! #help #dontjudgemylibrary
Agent: Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG","I have tries restarting, reinstalling, redownloading the entire library. Same thing each time 😯 Using Galaxy S7 edge running Android 7",,,,
2616747,2616748,follow_up,"Customer: , hypotheticly speaking, how illicit would it be to combine Spotify Premium with a multicast media platform I happen to control?
Agent: Hey Neal! Can you let us know what multicast media platform you're trying to use? We'll see what we can suggest /LM",It's a Haivision IPTV network serving a few thousand users.,,,,
1909602,1909606,follow_up,"Customer: Huh wa is er
Customer: Gummo still mf deleted
Agent: Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /PL",How y’all gon let me pay 10 a month and delete my fav song,,,,
781145,781146,follow_up,"Customer: Am I able to retrieve or look back at the playlist for Feel Good Friday as I didn't realise it updates every week. Be good to see what was played a few weeks ago. Cheers.
Agent: Hey Edward. Currently, there’s no way to retrieve previous playlists. We can see how that’d be handy though. Thanks for taking the time to reach out – your feedback's been noted 📝 /TC","What is that one based on, what I listen to and similar or literally random based on the general public?",,,,
435889,430772,follow_up,"Customer: Anyone else having issues w new @115858 iOS &amp; @115888 syncing with Bluetooth/car, not showing on lock screen? @AppleSupport @SpotifyCares
Agent: Hi! What's the make/model of your device? If you could also let us know the exact iOS and Spotify versions you're using, that'd be great /AY
Customer: I have an Apple iPhone 7Plus running iOS 11.0.2 and my Spotify is 8.4.20
Agent: Thanks. What happens exactly when using the app via Bluetooth? Also, does logging out &gt; restarting your device &gt; logging in help? /AY
Customer: It works, but before the latest update the song info (title, artist, album) would come up in the car and now none of that comes up and...",Spotify controls aren’t available from my lock screen so my car just plays from my Apple Music,,,,
2095109,2095113,follow_up,"Customer: Hey, @115888 , why is the bottom of my screen flashing?
Agent: Hey there! Could you send us a screenshot of what you're seeing? We'll take a look /RH
Customer: it's not doing it now. i will try if it starts up again. it was the bottom bar and it was flashing sort of irregularly.
Agent: Alright, cool! We'll be right here if you ever need ever us /RH","okay, here it's happening again:",,,,
351215,351213,follow_up,"Customer: By the looks of it this is very common and no one has found a solution? @115888 @116130
Agent: Hi Andrea, help's here. Can you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /NY
Customer: Turns out it's my crappy @115858 headphones causing the problem. Nevermind!
Agent: Got it. Just to be sure, are the tracks no longer skipping when you use a different set of headphones? Keep us posted /NY","Well, I tried using the headphones with iTunes and the same thing happened. Headphones are toast. Sad times. @115858",,,,
1620802,1620804,follow_up,Customer: Artist playlists are a great way to give your fans an inside look at the songs that inspire you.,"having trouble with that, every time I make a playlist and try to find it to showcase on my artist page.. I can’t find it when searching",,,,
1085654,1085655,follow_up,Customer: if someone doesn’t get the rest of aaliyah’s music on spotify i’m going to flip my shit😤,i’ve waited TOO long. @115888 why?,,,,
2154913,2154914,follow_up,"Customer: where is GOT7 and GFRIEND'S LOL album on Spotify
Agent: Hey there. We’ll have them available to you as soon as they're available to us! /TC",So can you contact JYP so he can put Got7 on Spotify and Source Music to put Gfriend's album LOL on Spotify?,,,,
1838290,1838291,follow_up,"Customer: I got the premium trial on your site but my app won't update from free, help!
Agent: Hey Julia, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG","Hi! It's working today, thanks anyways :)",,,,
2602370,2602372,follow_up,"Customer: DID YOU KNOW In order to clear the cache left by #Spotify playlists on your iPhone you need to delete/reinstall the app? Really. Seriously.
Agent: Hey Jake! This isn’t possible right now, but you can add your vote here to help make it happen: For anything else, just give us a shout /MA",Napster 4 life.,,,,
2293842,2293846,follow_up,"Customer: Hi 👋🏻 This is at least the 3rd time I'm having this issue, but my downloaded playlists are not available offline 💔 I have the premium account, the songs are marked as downloaded, but when the internet goes down the songs are unavailable
Customer: i'm on macOS Sierra, 10.12.6 and latest version of the Spotify app
Agent: Hi Gabriella! Can you set the app on Offline mode to see if the issue persists: Keep us posted /MC
Customer: Yup, the issue persists
Agent: Hmm, that's odd. Just to check, have you tried the steps here: /MT
Customer: Reinstalled the app w/ deleting the cache folders and the issue persists. I have that issue on another playlist as well, all songs look downloaded, but in Offline Mode, some of the are greyed out and unavailable. I'm on macOS Sierra 10.12.6 btw
Agent: To make sure we're on the same page, did you re-download the songs after you reinstalled the app and delete the cache folders? /MT","Yes, I did",,,,
2211013,2211025,follow_up,"Customer: any chance of a Spotify application for the Nintendo Switch? The PS4 and Xbox One have it now the Nintendo Switch needs it! :D
Agent: Hi! We don't have any info on this right now, but you can also vote for the official idea here: /RB
Customer: Thanks for the reply! I just voted! Hopefully it will happen!
Agent: Let's keep our fingers crossed! Let us know if you ever need us again. We'd be... /RB
Customer: Voted. Would love to see Spotify on #NintendoSwitch
Customer: voted! will remain hopeful!!
Agent: Hey there! Thanks for your feedback. We'll make sure to pass it on to the right folks and let them know it's something you want to see /MO
Agent: Hey! Thanks for supporting the idea. If you need anything else, just give us a shout /RA",Please Spotify on Nintendo Switch!,,,,
118850,118851,follow_up,"Customer: hey there I cannot log back into my account please can you help xx
Agent: Hey there! Can you DM us your account's email address or username? We'll see what we can suggest /RH",Dm sent hun,,,,
2594606,2594607,follow_up,"Customer: hey love the service! Is there any way you could work on adding liner notes to your catalog of LPs? A Herculean undertaking to be sure, but would love to have digitized access. :)
Agent: Hey there! This sounds like a good idea. You can show your support for this by voting here: /CE","Done, thanks!!!",,,,
1824879,1824880,follow_up,"Customer: So how do I get the Majid Jordan @115888 presale code 🙃
Agent: Hey there! Pre-sale codes are being sent out by email to some of Majid Jordan's biggest fans on Spotify. Hopefully you're one of them 🙂 /CH",Heyy I am 😭😭😭 lemme get a codeeee,,,,
2422820,2422821,follow_up,"Customer: why do radio stations of songs only have a set number of songs before they start repeating? Such a good possible option that only seems to go halfway.
Agent: Thanks for the info and feedback. These will be passed on to the relevant folks. Let us know if there's anything else we can help with /PC",That's it? Nothing to be done? Basically saying the behavior is expected at this time? Brutal....,,,,
2547456,2547454,follow_up,"Customer: closes on iPhone if you open @917. What gives!?!? @AppleSupport @115858
Agent: Hey, that doesn't sound right. Can you tell us when this started happening? Can you also tell us your iPhone's exact model, iOS, and Spotify app version? /RR
Customer: Super strange! Is started happening last night. I’ve got an iPhone 8+ running 11.1.1
Agent: Thanks! Can you reinstall the app for us: Let us know how it works out /RR","Dang that didn’t do it :(. When Snapchat opens, Spotify fades out. I’m betting it’s an iPhone issue. You guys rule, and the service is perfect otherwise. So it’s gotta be Snapchat or an iOS thing.",,,,
2377265,2377266,follow_up,"Customer: this bug that makes me close and reopen whenever any sound in another app interrupts a song playing in Spotify is killing me!! Is there a patch coming soon?? I’ve restarted Spotify a hundred times today just to resume a song playing 2 seconds ago.
Agent: Hey Anne! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH","This started when I updated to an iPhone 8 Plus. iOS 11.2 &amp; Spotify 8.4.26.793. If a song is playing &amp; I jump to a video or anything else w/ sound in a different app, I go back to Spotify to push play &amp; it says playing but no music resumes. Have to restart to get song going again",,,,
1892892,1892893,follow_up,"Customer: It is absolutely absurd, in 2017, that @115888 still doesn't have any parental control options. Customers asking for YEARS.
Agent: Hi Erik. We hear you! To help make it happen, we’d recommend showing your support for the idea here: /JU","To make it happen, why not simply put a programmer to do it? My old Intel 80286 CPU based computer had it.",,,,
654534,654535,follow_up,"Customer: 3 miesiące Premium za jedyne 0,99 zł Słuchaj muzyki wszędzie w trybie offline.",GUys nie bede zakladac osmego konta,,,,
332907,332908,follow_up,"Customer: Your desktop app is painfully slow! It's unacceptable for a service I pay for!
Agent: Hey Sofia! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV",Hello! Thanks for the reply. It doesn't help and I've tried it several times. It's really slow when loading.,,,,
1942511,1942516,follow_up,"Customer: Students now get access to Hulu with Spotify Premium. And it’s still just $4.99/month.
Customer: add me i have an issue with my spotify
Agent: Hey there! What exactly is going on with your Spotify? We'll see what we can suggest /BH",What about Starbucks partners who are also students(like me)? Is there a way for me to access Hulu??,,,,
254981,254994,follow_up,"Customer: Can you tell me why there's no way to skip Explicit content? Shocked by this - particularly when on a FAMILY subscription!
Agent: Hi Duncan! Sorry to hear you feel that way. Rest assured we'll let the right team know it's something you'd like to see /NJ
Customer: It's not right that my kids have to listen to bad language in music just because Spotify doesn't care
Agent: Of course we care! We hear you 🎧 Your feedback's been noted and will be passed on to the right folks /DD
Customer: So can you tell me why an Explicit content filter hasn't already been implemented? #ProveSpotifyCares
Agent: We don't have any info on this right now, but it's definitely something for the team to consider and we'll make sure it reaches them /DD
Customer: So when is a decision going to be made? It's been known that customers have wanted an Explicit filter for years #ProveSpotifyCares
Agent: 2. we'll have an update soon. In the meantime, let us know if you need help with anything else and thanks for bearing with us /GU
Customer: Hi Spotify. How's that request coming along. Found this today - Google/YouTube leading the way in social responsibility #ProveSpotifyCares
Agent: We're always making improvements to the overall Spotify experience. Don't worry, we'll give them another nudge /PB
Customer: Oh look. Here's another one...from GOOGLE PLAY! If their engineers can do it why can't yours? #ProveSpotifyCares
Agent: We've already passed on your thoughts. Thanks for taking the time to reach out – your feedback's been noted 📝 /PB
Customer: Me again. Just wanted to follow up to see how you guys are getting along with putting in that filter? #ProveSpotifyCares
Agent: We understand your concern and our devs are already aware of this. Fingers crossed we'll have an update soon /GU
Customer: Good to hear it. When is ""soon""? #ProveSpotifyCares
Agent: We don't have any info to share right now. Don't worry, we'll make sure to let everyone know as soon as we have something to announce /GU
Customer: 1. Well that's rather disappointing. Thought you guys might like to know that Apple Music...... #ProveSpotifyCares
Customer: 2. appears to be a step ahead of you as well! Just sayin..... #ProveSpotifyCares
Agent: The right team is already looking into this. Hopefully, we'll have that feature available soon. For anything else, let us know /GU
Customer: Guess who? So when is spotify going to show some social responsibility? Explicit filter please! #ProveSpotifyCares @147836
Agent: Hi Duncan! We appreciate your thoughts on this requested feature. You can keep an eye out for any updates here: /MK
Customer: I just want to know when you're going to add this very minor change. I get the impression you're fobbing me off..Daniel? #ProveSpotifyCares
Agent: Rest assured, your thoughts are always important to us! We're afraid we just don't have any new info to share on this feature's release /MK
Customer: So, it's been a while. How you doing? Daniel have you made any progress on the Explicit filter that every other music streaming service seems able to provide? My kids have just had to hear bad language because Spotify doesn't care.
Agent: Hey there. We don't have any new info on this, but rest assured we've passed your feedback directly on. Thanks for sharing your thoughts! /M","Anyone would be forgiven for thinking that I'm being fobbed off. DANIEL you're very quiet on this - you have kids, are you ok with them hearing bad language? #ProveSpotifyCares",,,,
189817,189825,follow_up,"Customer: Students now get access to Hulu with Spotify Premium. And it’s still just $4.99/month.
Customer: What about military members? We make basically no money.
Agent: Hey Caleb! We aren't offering any type of military discount for now, but we'll pass the idea to the right team /JL
Customer: wait so if I already have Spotify Premium at a student discount does that mean I still have to pay again for Hulu? I’m confused please help?
Agent: Hey! When you sign up for the bundle, you can access Hulu’s streaming library at no additional cost. Any questions, give us a shout /AN
Customer: Wait, disregard my last tweet! Bless the lord I get a two-for-one lol, y'all are the realest of MVPs for this deal!!! Thank you so much 🙌🏾🙌🏾
Agent: No worries! Just give us a shout if you have any other questions. We're... 🙂 /TB
Customer: I love you for that tweet haha this is why I've been on Premium for 5 years and still going strong 💕
Customer: Will this be a forever thing? Or how long will this last?
Agent: Hey Natalie! The offer is valid for two years from the launch date, 6th of September, 2017. Let us know if you have any other questions /RK
Customer: Whhhaattt I can get a student discount on Spotify
Customer: I’m a student and wasn’t able to register it kept telling me I wasn’t
Agent: Hi Ana, we're here to help. Can you DM us your account's email address? We'll check backstage /AC
Customer: I didn’t make one after it didn’t get me approved.
Agent: Just to check, have you created a Spotify account already? If not, you can create one here: Hope that helps /AC
Customer: Does it work for highschool students?? I pay for everything myself
Agent: Hey there! We're afraid this is for those enrolled in an accredited college or university. Don't worry, we'll pass on the suggestion /PB
Customer: Can you make it for high school students please cause I would definitely pay
Customer: Do it
Customer: Better pass that suggestion faster
Customer: Except every time I try to activate Hulu through Spotify I get an error message
Customer: I just got the student premium. Will I need to cancel my old regular premium deal? Or does it happen automatically?
Agent: Hi Tara, we hear you! We've got some information about that for you here: Keep rocking 🤘 /TY
Agent: Hey Jersey, we'd love to help! Can you DM us your account's username and a screenshot of the error message you're getting? /JP
Customer: Is it ad-free or limited string on Hulu, these things matter.
Agent: Hey, help's here! Your remaining Premium time's converted when you apply the student discount to your account, so you're all set 🙂 /JQ
Customer: It's not good cause it's just me using it by myself while I'm studying
Agent: Hey there! The Hulu subscription bundled with the student discount is the Limited Commercials one. Hope this helps /QI
Agent: 1: At the moment, the student discount is valid for college students only. Don't worry - we'll let the relevant folks know...
Agent: 2: that you'd like to see it in the future 🙂 /SY",What if I signed up for premium and already have it but don’t have Hulu?,,,,
1368571,1368572,follow_up,"Customer: Hey @116130 it’s ‘Bit Part’ not ‘Big Part’ I know this because the song was a big part in my teen life.
Agent: Hey Stephanie! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check backstage /AP",Here you go,,,,
2784671,2784672,follow_up,Customer: CAN SOMEONE HELP ME? Someone accessed my account and when chatting with a representative she DELETED my account,So now I can’t log in to contact customer support and no one has responded to my email,,,,
2920613,2920619,follow_up,"Customer: wtf why didn’t I get an offer for @1534’ vinyl???? I LITERALLT only listen to him on Spotify
Customer: HI IM OFFENDED
Agent: Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NS
Customer: I literally pay for Spotify for this new album wtf I’ve been u guys for 2 years but ok cool🖕🏼
Agent: Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: Let us know if you need anything else /NS
Agent: Sorry for the confusion. We’re afraid the codes are unique and sent to those who listen to Shawn Mendes the most on Spotify. Sorry! We'll pass on your feedback /NS
Customer: Dumb
Agent: Sorry to hear you feel that way. What's happening exactly? We'll see what we can suggest /PL",Nope I purposely deleted it bc no one is helpful. Isk why I pay for your services,,,,
2904461,2904471,follow_up,"Customer: my spotify is acting weird, everytime my phone receives a notification (message or snapchat) it just stopd playing
Customer: Stops*
Agent: Hi there. Can you let us know what device, operating system, and Spotify version you're running? We'll see what we can suggest /LM","Iphone7, Apple IOS version 11.1.2, Fido and the spotify version is attached as a picture to this tweet",,,,
